filename,width,height,class,xmin,ymin,xmax,ymax
0160.png,95,176,Smoke,818,376,913,552
0163.png,107,195,Smoke,1022,350,1129,545
0497.png,55,80,Smoke,546,424,601,504
0383.png,32,158,Smoke,962,387,994,545
1211.png,57,57,Smoke,1773,313,1830,370
0414.png,32,158,Smoke,962,387,994,545
0902.png,32,158,Smoke,963,380,995,538
0063.png,76,92,Smoke,1769,309,1845,401
0934.png,50,128,Smoke,1431,424,1481,552
0750.png,76,250,Smoke,1610,394,1686,644
0690.png,174,109,Smoke,1746,450,1920,559
1266.png,57,57,Smoke,1773,313,1830,370
0141.png,107,195,Smoke,1022,350,1129,545
1723.png,141,67,Smoke,1759,371,1900,438
0249.png,65,197,Smoke,1617,422,1682,619
1696.png,132,155,Smoke,1247,396,1379,551
0547.png,65,218,Smoke,1618,399,1683,617
1153.png,32,158,Smoke,963,376,995,534
1195.png,179,109,Smoke,1741,457,1920,566
1147.png,111,246,Smoke,1030,308,1141,554
1570.png,32,170,Smoke,962,371,994,541
0946.png,23,113,Smoke,1214,467,1237,580
0466.png,124,174,Smoke,1250,378,1374,552
0678.png,76,118,Smoke,1771,303,1847,421
0406.png,55,80,Smoke,546,421,601,501
0082.png,107,195,Smoke,1022,358,1129,553
1589.png,76,227,Smoke,1622,384,1698,611
1685.png,32,170,Smoke,966,380,998,550
1671.png,122,78,Smoke,811,474,933,552
1153.png,124,174,Smoke,1254,377,1378,551
1099.png,32,158,Smoke,963,375,995,533
0083.png,74,99,Smoke,664,444,738,543
0804.png,80,48,Smoke,414,514,494,562
1272.png,99,59,Smoke,1689,574,1788,633
1461.png,29,218,Smoke,1164,333,1193,551
0560.png,57,57,Smoke,1773,313,1830,370
0451.png,65,197,Smoke,1617,422,1682,619
0895.png,50,128,Smoke,1431,424,1481,552
0197.png,29,218,Smoke,1162,363,1191,581
0765.png,160,57,Smoke,580,500,740,557
1537.png,170,57,Smoke,568,497,738,554
1703.png,32,170,Smoke,966,380,998,550
0330.png,69,59,Smoke,1689,578,1758,637
1684.png,80,57,Smoke,1759,301,1839,358
0776.png,29,218,Smoke,1163,355,1192,573
1228.png,111,246,Smoke,1032,308,1143,554
1355.png,101,107,Smoke,635,446,736,553
0513.png,124,174,Smoke,1250,378,1374,552
0195.png,29,218,Smoke,1162,364,1191,582
0561.png,163,109,Smoke,1757,450,1920,559
1109.png,32,158,Smoke,963,375,995,533
0729.png,23,113,Smoke,1213,467,1236,580
0792.png,50,128,Smoke,1431,424,1481,552
0687.png,149,57,Smoke,590,500,739,557
1041.png,29,218,Smoke,1163,351,1192,569
1310.png,124,174,Smoke,1255,377,1379,551
1157.png,179,109,Smoke,1741,457,1920,566
1384.png,90,67,Smoke,815,489,905,556
1210.png,55,80,Smoke,546,424,601,504
1323.png,130,227,Smoke,1021,323,1151,550
0486.png,50,116,Smoke,1431,428,1481,544
0574.png,80,48,Smoke,415,515,495,563
1176.png,80,48,Smoke,414,514,494,562
0632.png,57,57,Smoke,1773,313,1830,370
0634.png,124,174,Smoke,1251,378,1375,552
1098.png,74,74,Smoke,1771,361,1845,435
1379.png,141,67,Smoke,1758,375,1899,442
0415.png,57,57,Smoke,1773,313,1830,370
0241.png,95,176,Smoke,819,372,914,548
1594.png,80,48,Smoke,414,514,494,562
0798.png,174,109,Smoke,1746,449,1920,558
0906.png,76,250,Smoke,1613,391,1689,641
1142.png,101,107,Smoke,635,446,736,553
0748.png,99,59,Smoke,1691,575,1790,634
0265.png,76,92,Smoke,1768,309,1844,401
1650.png,32,170,Smoke,963,378,995,548
1119.png,23,113,Smoke,1214,469,1237,582
0640.png,23,113,Smoke,1213,465,1236,578
1436.png,155,48,Smoke,1716,577,1871,625
0946.png,118,107,Smoke,620,447,738,554
0938.png,76,118,Smoke,1769,316,1845,434
1068.png,29,218,Smoke,1163,344,1192,562
0517.png,95,155,Smoke,823,392,918,547
1289.png,29,218,Smoke,1164,335,1193,553
0042.png,57,57,Smoke,1773,313,1830,370
1756.png,128,246,Smoke,1025,315,1153,561
0825.png,32,158,Smoke,963,386,995,544
0079.png,107,195,Smoke,1022,357,1129,552
0324.png,29,218,Smoke,1163,356,1192,574
0508.png,107,221,Smoke,1025,317,1132,538
0746.png,55,80,Smoke,546,424,601,504
0470.png,23,113,Smoke,1214,464,1237,577
1155.png,101,107,Smoke,635,446,736,553
0326.png,32,158,Smoke,962,387,994,545
0558.png,55,80,Smoke,546,424,601,504
0276.png,29,218,Smoke,1163,356,1192,574
1015.png,29,218,Smoke,1163,353,1192,571
1549.png,76,227,Smoke,1621,384,1697,611
0167.png,76,92,Smoke,1768,309,1844,401
1397.png,130,227,Smoke,1022,322,1152,549
1630.png,130,227,Smoke,1027,309,1157,536
0068.png,76,92,Smoke,1769,309,1845,401
0305.png,55,46,Smoke,552,485,607,531
1462.png,80,48,Smoke,414,514,494,562
0474.png,95,155,Smoke,821,395,916,550
1376.png,29,218,Smoke,1164,337,1193,555
1292.png,90,67,Smoke,815,492,905,559
0210.png,69,59,Smoke,1691,577,1760,636
1786.png,99,55,Smoke,642,499,741,554
0530.png,23,113,Smoke,1214,464,1237,577
1612.png,113,57,Smoke,630,497,743,554
0512.png,32,158,Smoke,962,387,994,545
0219.png,50,116,Smoke,1432,426,1482,542
0505.png,80,48,Smoke,415,515,495,563
1179.png,32,158,Smoke,963,376,995,534
1322.png,80,48,Smoke,414,514,494,562
1317.png,179,109,Smoke,1741,458,1920,567
0826.png,29,218,Smoke,1163,355,1192,573
0412.png,65,197,Smoke,1617,421,1682,618
0653.png,80,48,Smoke,414,514,494,562
1245.png,99,59,Smoke,1689,575,1788,634
0264.png,29,218,Smoke,1163,356,1192,574
0669.png,65,218,Smoke,1620,397,1685,615
0052.png,74,99,Smoke,658,445,732,544
1704.png,155,48,Smoke,1722,579,1877,627
1771.png,55,80,Smoke,546,424,601,504
1277.png,124,174,Smoke,1255,377,1379,551
0303.png,147,86,Smoke,1773,447,1920,533
0707.png,57,57,Smoke,1773,313,1830,370
1485.png,130,227,Smoke,1024,320,1154,547
0777.png,55,80,Smoke,546,424,601,504
0156.png,107,195,Smoke,1022,350,1129,545
0569.png,76,118,Smoke,1770,307,1846,425
1538.png,155,48,Smoke,1721,581,1876,629
0685.png,80,48,Smoke,414,514,494,562
0159.png,48,34,Smoke,559,483,607,517
0005.png,76,92,Smoke,1733,309,1809,401
1481.png,32,170,Smoke,962,373,994,543
1122.png,111,246,Smoke,1030,308,1141,554
0221.png,55,84,Smoke,450,458,505,542
0359.png,142,113,Smoke,1778,443,1920,556
1777.png,141,67,Smoke,1761,371,1902,438
0608.png,57,57,Smoke,1773,313,1830,370
1291.png,55,80,Smoke,546,424,601,504
1535.png,111,76,Smoke,811,477,922,553
0707.png,111,221,Smoke,1020,322,1131,543
1338.png,130,227,Smoke,1022,324,1152,551
0669.png,32,158,Smoke,963,389,995,547
0662.png,111,221,Smoke,1020,322,1131,543
1745.png,23,151,Smoke,1213,416,1236,567
0689.png,32,158,Smoke,963,391,995,549
1242.png,76,250,Smoke,1613,389,1689,639
0005.png,32,158,Smoke,928,387,960,545
0687.png,80,48,Smoke,414,514,494,562
1734.png,155,48,Smoke,1722,579,1877,627
0958.png,99,59,Smoke,1688,577,1787,636
1624.png,141,67,Smoke,1760,375,1901,442
0889.png,174,109,Smoke,1746,452,1920,561
1740.png,76,258,Smoke,1624,380,1700,638
1549.png,57,57,Smoke,1761,304,1818,361
1222.png,50,128,Smoke,1431,420,1481,548
1619.png,113,57,Smoke,630,497,743,554
1118.png,124,174,Smoke,1254,377,1378,551
0657.png,76,118,Smoke,1771,305,1847,423
0371.png,95,139,Smoke,821,408,916,547
1188.png,57,57,Smoke,1773,313,1830,370
1576.png,57,57,Smoke,1761,304,1818,361
1336.png,32,170,Smoke,962,378,994,548
1102.png,99,59,Smoke,1689,575,1788,634
0611.png,111,221,Smoke,1020,320,1131,541
1623.png,32,170,Smoke,965,372,997,542
0127.png,32,158,Smoke,962,387,994,545
1477.png,23,151,Smoke,1212,423,1235,574
1322.png,57,57,Smoke,1773,313,1830,370
1497.png,29,218,Smoke,1164,337,1193,555
1444.png,103,55,Smoke,815,498,918,553
1726.png,80,48,Smoke,414,514,494,562
0306.png,95,139,Smoke,821,409,916,548
0283.png,76,92,Smoke,1768,310,1844,402
1403.png,101,107,Smoke,635,446,736,553
1245.png,84,67,Smoke,1760,375,1844,442
0926.png,80,48,Smoke,414,514,494,562
1589.png,57,57,Smoke,1761,304,1818,361
0283.png,95,176,Smoke,821,372,916,548
1658.png,32,170,Smoke,965,376,997,546
1328.png,32,170,Smoke,962,378,994,548
0331.png,50,116,Smoke,1431,426,1481,542
0561.png,99,59,Smoke,1692,576,1791,635
0561.png,29,218,Smoke,1163,357,1192,575
1388.png,50,128,Smoke,1431,415,1481,543
1704.png,132,155,Smoke,1246,397,1378,552
1451.png,130,227,Smoke,1023,322,1153,549
0463.png,65,197,Smoke,1617,422,1682,619
0950.png,80,48,Smoke,414,514,494,562
0286.png,95,176,Smoke,821,373,916,549
0052.png,95,176,Smoke,813,379,908,555
0749.png,76,118,Smoke,1771,303,1847,421
0394.png,124,174,Smoke,1250,378,1374,552
1406.png,76,227,Smoke,1616,382,1692,609
0576.png,32,158,Smoke,962,389,994,547
1767.png,80,48,Smoke,414,514,494,562
1282.png,50,128,Smoke,1431,418,1481,546
0488.png,69,59,Smoke,1688,578,1757,637
1292.png,84,67,Smoke,1760,375,1844,442
1120.png,99,57,Smoke,1771,391,1870,448
1069.png,97,151,Smoke,813,393,910,544
0433.png,142,109,Smoke,1778,450,1920,559
0697.png,29,218,Smoke,1163,357,1192,575
1567.png,141,67,Smoke,1757,377,1898,444
0992.png,101,168,Smoke,813,378,914,546
0073.png,34,116,Smoke,1433,432,1467,548
0437.png,23,113,Smoke,1214,464,1237,577
1217.png,29,218,Smoke,1164,333,1193,551
0979.png,57,57,Smoke,1773,313,1830,370
0845.png,99,59,Smoke,1690,577,1789,636
1158.png,84,67,Smoke,1762,377,1846,444
0602.png,57,57,Smoke,1773,313,1830,370
1297.png,23,113,Smoke,1212,466,1235,579
1440.png,132,155,Smoke,1247,396,1379,551
0360.png,107,221,Smoke,1021,319,1128,540
1561.png,155,48,Smoke,1722,583,1877,631
1473.png,80,48,Smoke,414,514,494,562
1731.png,23,151,Smoke,1210,419,1233,570
1113.png,124,174,Smoke,1254,377,1378,551
1761.png,80,57,Smoke,1759,298,1839,355
0240.png,57,57,Smoke,1773,313,1830,370
1263.png,29,218,Smoke,1164,335,1193,553
0523.png,124,174,Smoke,1250,378,1374,552
1790.png,29,218,Smoke,1161,337,1190,555
1407.png,124,174,Smoke,1256,377,1380,551
0095.png,50,116,Smoke,1433,433,1483,549
0915.png,101,160,Smoke,813,387,914,547
0444.png,124,174,Smoke,1250,378,1374,552
0919.png,174,109,Smoke,1746,452,1920,561
0363.png,29,218,Smoke,1163,355,1192,573
1281.png,80,48,Smoke,414,514,494,562
0883.png,124,174,Smoke,1252,379,1376,553
1383.png,130,227,Smoke,1022,324,1152,551
1485.png,23,151,Smoke,1212,423,1235,574
0284.png,55,84,Smoke,450,460,505,544
0279.png,95,176,Smoke,821,372,916,548
0702.png,55,80,Smoke,546,424,601,504
0712.png,80,48,Smoke,414,514,494,562
0777.png,80,48,Smoke,414,514,494,562
0436.png,76,118,Smoke,1771,311,1847,429
0841.png,55,80,Smoke,546,424,601,504
1700.png,99,55,Smoke,642,498,741,553
1456.png,103,55,Smoke,816,497,919,552
0529.png,50,116,Smoke,1431,428,1481,544
0706.png,160,57,Smoke,580,500,740,557
1151.png,80,48,Smoke,414,514,494,562
0123.png,149,97,Smoke,1771,455,1920,552
0671.png,174,109,Smoke,1746,449,1920,558
0993.png,80,48,Smoke,414,514,494,562
0724.png,57,57,Smoke,1773,313,1830,370
1575.png,23,151,Smoke,1211,423,1234,574
1236.png,84,67,Smoke,1761,376,1845,443
1588.png,55,80,Smoke,546,424,601,504
0199.png,65,197,Smoke,1617,420,1682,617
1528.png,180,109,Smoke,1740,457,1920,566
0983.png,29,218,Smoke,1163,353,1192,571
0317.png,57,57,Smoke,1773,313,1830,370
1219.png,179,109,Smoke,1741,458,1920,567
0405.png,95,139,Smoke,821,408,916,547
1624.png,180,109,Smoke,1740,457,1920,566
0273.png,124,174,Smoke,1250,380,1374,554
0264.png,69,86,Smoke,669,444,738,530
1580.png,50,128,Smoke,1431,412,1481,540
0430.png,95,139,Smoke,821,405,916,544
1488.png,132,155,Smoke,1247,395,1379,550
0901.png,124,174,Smoke,1252,379,1376,553
1544.png,57,57,Smoke,1761,304,1818,361
1712.png,29,218,Smoke,1161,336,1190,554
1786.png,128,246,Smoke,1025,319,1153,565
1590.png,80,48,Smoke,414,514,494,562
0152.png,29,218,Smoke,1163,350,1192,568
1173.png,29,218,Smoke,1164,333,1193,551
0289.png,55,46,Smoke,552,484,607,530
1085.png,23,113,Smoke,1214,469,1237,582
0376.png,107,221,Smoke,1021,318,1128,539
1255.png,99,59,Smoke,1689,575,1788,634
0990.png,179,109,Smoke,1741,455,1920,564
0605.png,65,218,Smoke,1620,397,1685,615
0304.png,65,197,Smoke,1617,423,1682,620
0540.png,65,218,Smoke,1618,399,1683,617
0479.png,50,116,Smoke,1431,428,1481,544
0279.png,32,158,Smoke,962,387,994,545
0944.png,111,233,Smoke,1027,317,1138,550
0045.png,107,195,Smoke,1012,357,1119,552
0318.png,50,116,Smoke,1431,427,1481,543
1783.png,155,48,Smoke,1722,578,1877,626
0992.png,179,109,Smoke,1741,456,1920,565
1769.png,155,48,Smoke,1722,579,1877,627
0481.png,97,120,Smoke,646,424,743,544
0970.png,111,233,Smoke,1027,315,1138,548
0194.png,74,99,Smoke,666,431,740,530
0650.png,174,109,Smoke,1746,449,1920,558
1038.png,86,160,Smoke,814,379,900,539
1513.png,29,218,Smoke,1164,341,1193,559
0539.png,80,48,Smoke,415,514,495,562
0901.png,50,128,Smoke,1431,424,1481,552
1658.png,132,155,Smoke,1246,397,1378,552
0242.png,32,158,Smoke,962,387,994,545
0076.png,148,97,Smoke,1772,456,1920,553
0852.png,99,59,Smoke,1689,577,1788,636
1559.png,111,76,Smoke,814,477,925,553
0029.png,74,99,Smoke,634,448,708,547
1226.png,179,109,Smoke,1741,458,1920,567
0267.png,50,116,Smoke,1431,428,1481,544
0537.png,23,113,Smoke,1214,464,1237,577
1300.png,179,109,Smoke,1741,458,1920,567
0591.png,57,57,Smoke,1773,313,1830,370
0795.png,76,250,Smoke,1615,394,1691,644
0458.png,86,107,Smoke,657,428,743,535
1309.png,80,48,Smoke,414,514,494,562
1181.png,111,246,Smoke,1032,307,1143,553
1040.png,23,113,Smoke,1214,467,1237,580
1396.png,32,170,Smoke,962,375,994,545
0942.png,57,57,Smoke,1773,313,1830,370
0629.png,65,218,Smoke,1620,397,1685,615
1780.png,76,258,Smoke,1625,384,1701,642
0927.png,174,109,Smoke,1746,452,1920,561
0442.png,69,59,Smoke,1690,579,1759,638
0636.png,50,128,Smoke,1434,424,1484,552
0625.png,171,109,Smoke,1749,449,1920,558
0013.png,95,176,Smoke,785,382,880,558
0136.png,29,218,Smoke,1164,346,1193,564
1226.png,23,113,Smoke,1213,467,1236,580
0248.png,65,197,Smoke,1617,421,1682,618
0817.png,55,80,Smoke,546,424,601,504
1536.png,23,151,Smoke,1212,424,1235,575
1490.png,80,48,Smoke,414,514,494,562
0124.png,48,34,Smoke,559,483,607,517
1077.png,55,80,Smoke,546,424,601,504
0145.png,57,57,Smoke,1773,313,1830,370
0909.png,57,57,Smoke,1773,313,1830,370
0649.png,111,221,Smoke,1021,322,1132,543
0368.png,57,57,Smoke,1773,313,1830,370
0378.png,86,107,Smoke,655,433,741,540
0078.png,57,57,Smoke,1773,313,1830,370
1357.png,29,218,Smoke,1164,337,1193,555
1463.png,130,227,Smoke,1024,322,1154,549
0614.png,55,80,Smoke,546,424,601,504
1640.png,29,218,Smoke,1161,339,1190,557
1344.png,50,128,Smoke,1431,419,1481,547
0145.png,23,113,Smoke,1214,464,1237,577
0263.png,50,116,Smoke,1431,428,1481,544
0673.png,76,118,Smoke,1772,304,1848,422
1223.png,57,57,Smoke,1773,313,1830,370
0094.png,65,197,Smoke,1618,423,1683,620
1304.png,99,59,Smoke,1689,574,1788,633
0172.png,48,34,Smoke,559,483,607,517
1486.png,32,170,Smoke,962,373,994,543
0331.png,76,92,Smoke,1768,310,1844,402
0091.png,148,97,Smoke,1772,456,1920,553
0211.png,74,99,Smoke,666,431,740,530
0045.png,95,176,Smoke,809,380,904,556
1644.png,23,151,Smoke,1210,423,1233,574
0179.png,145,116,Smoke,1226,427,1371,543
1235.png,50,128,Smoke,1431,419,1481,547
1297.png,90,67,Smoke,816,492,906,559
0877.png,29,218,Smoke,1163,355,1192,573
0086.png,50,116,Smoke,1433,433,1483,549
0409.png,29,218,Smoke,1163,357,1192,575
1443.png,141,67,Smoke,1758,375,1899,442
1496.png,170,57,Smoke,564,499,734,556
1678.png,50,128,Smoke,1431,412,1481,540
1186.png,101,107,Smoke,635,446,736,553
0851.png,32,158,Smoke,963,386,995,544
0934.png,55,80,Smoke,546,424,601,504
0389.png,124,174,Smoke,1249,378,1373,552
1036.png,80,48,Smoke,414,514,494,562
1484.png,76,227,Smoke,1620,384,1696,611
1170.png,124,174,Smoke,1254,377,1378,551
0343.png,50,116,Smoke,1431,426,1481,542
1327.png,76,250,Smoke,1616,382,1692,632
1395.png,155,48,Smoke,1718,577,1873,625
1079.png,101,107,Smoke,635,446,736,553
1799.png,122,78,Smoke,814,476,936,554
1648.png,32,170,Smoke,963,378,995,548
0712.png,76,118,Smoke,1772,304,1848,422
0470.png,80,48,Smoke,423,505,503,553
1470.png,141,67,Smoke,1758,374,1899,441
0599.png,55,80,Smoke,546,424,601,504
1085.png,50,128,Smoke,1431,422,1481,550
1513.png,181,109,Smoke,1739,457,1920,566
0257.png,29,218,Smoke,1163,356,1192,574
1559.png,155,48,Smoke,1721,582,1876,630
1732.png,155,48,Smoke,1722,579,1877,627
1447.png,57,57,Smoke,1758,305,1815,362
0561.png,107,221,Smoke,1026,320,1133,541
0926.png,29,218,Smoke,1163,355,1192,573
1697.png,50,128,Smoke,1431,412,1481,540
1702.png,99,55,Smoke,643,499,742,554
1212.png,97,151,Smoke,816,393,913,544
0033.png,65,197,Smoke,1592,423,1657,620
0673.png,124,174,Smoke,1251,378,1375,552
1684.png,141,67,Smoke,1761,373,1902,440
0538.png,95,155,Smoke,824,394,919,549
0813.png,99,59,Smoke,1689,577,1788,636
0359.png,23,113,Smoke,1214,464,1237,577
0356.png,23,113,Smoke,1214,464,1237,577
1071.png,99,59,Smoke,1688,575,1787,634
0875.png,111,233,Smoke,1020,318,1131,551
0658.png,80,48,Smoke,414,514,494,562
1647.png,130,227,Smoke,1027,310,1157,537
0836.png,57,57,Smoke,1773,313,1830,370
1757.png,50,128,Smoke,1431,413,1481,541
1706.png,155,48,Smoke,1722,579,1877,627
0781.png,170,67,Smoke,569,489,739,556
0063.png,29,170,Smoke,1168,375,1197,545
0877.png,76,118,Smoke,1770,317,1846,435
0273.png,32,158,Smoke,962,387,994,545
1022.png,86,160,Smoke,814,379,900,539
1209.png,179,109,Smoke,1741,458,1920,567
1537.png,155,48,Smoke,1721,581,1876,629
0578.png,124,174,Smoke,1251,378,1375,552
0084.png,57,57,Smoke,1773,313,1830,370
0137.png,76,92,Smoke,1768,310,1844,402
1614.png,113,57,Smoke,630,497,743,554
0833.png,111,233,Smoke,1019,321,1130,554
0108.png,65,197,Smoke,1618,423,1683,620
1041.png,124,174,Smoke,1253,377,1377,551
1357.png,124,174,Smoke,1256,377,1380,551
1679.png,132,155,Smoke,1247,397,1379,552
1799.png,99,55,Smoke,642,499,741,554
0307.png,69,59,Smoke,1690,577,1759,636
1645.png,130,227,Smoke,1027,310,1157,537
0531.png,32,158,Smoke,962,389,994,547
1477.png,141,67,Smoke,1758,374,1899,441
0067.png,55,143,Smoke,446,387,501,530
0051.png,65,197,Smoke,1612,422,1677,619
0116.png,65,197,Smoke,1618,421,1683,618
0323.png,76,95,Smoke,665,434,741,529
0281.png,29,218,Smoke,1163,356,1192,574
0250.png,32,158,Smoke,962,387,994,545
0440.png,69,59,Smoke,1690,578,1759,637
1319.png,29,218,Smoke,1164,335,1193,553
0892.png,80,48,Smoke,414,514,494,562
1725.png,50,128,Smoke,1431,412,1481,540
0062.png,107,195,Smoke,1022,355,1129,550
1410.png,180,109,Smoke,1740,457,1920,566
1539.png,50,128,Smoke,1431,412,1481,540
0498.png,23,113,Smoke,1214,464,1237,577
1002.png,101,107,Smoke,636,447,737,554
1488.png,50,128,Smoke,1431,412,1481,540
0503.png,32,158,Smoke,962,387,994,545
1756.png,122,78,Smoke,814,476,936,554
1199.png,55,80,Smoke,546,424,601,504
0918.png,124,174,Smoke,1253,379,1377,553
1030.png,76,250,Smoke,1615,390,1691,640
0457.png,55,80,Smoke,546,424,601,504
1396.png,130,227,Smoke,1022,323,1152,550
1253.png,84,67,Smoke,1760,375,1844,442
0076.png,65,197,Smoke,1618,421,1683,618
1356.png,101,107,Smoke,635,446,736,553
1280.png,124,174,Smoke,1255,377,1379,551
0884.png,111,233,Smoke,1023,318,1134,551
1761.png,128,246,Smoke,1025,316,1153,562
1343.png,179,109,Smoke,1741,459,1920,568
0511.png,95,155,Smoke,823,394,918,549
1113.png,179,109,Smoke,1741,457,1920,566
0099.png,29,218,Smoke,1164,351,1193,569
1032.png,32,158,Smoke,962,381,994,539
1181.png,55,80,Smoke,546,424,601,504
0694.png,109,155,Smoke,811,394,920,549
0356.png,55,84,Smoke,450,460,505,544
0752.png,57,57,Smoke,1773,313,1830,370
0329.png,107,221,Smoke,1021,321,1128,542
1479.png,55,80,Smoke,546,424,601,504
1582.png,50,128,Smoke,1431,412,1481,540
1750.png,50,128,Smoke,1431,412,1481,540
0161.png,107,195,Smoke,1022,350,1129,545
1762.png,180,109,Smoke,1740,457,1920,566
0494.png,95,155,Smoke,823,395,918,550
1550.png,32,170,Smoke,962,373,994,543
1639.png,29,218,Smoke,1161,339,1190,557
0606.png,169,109,Smoke,1751,450,1920,559
0840.png,170,67,Smoke,567,490,737,557
1008.png,101,107,Smoke,636,447,737,554
1137.png,99,57,Smoke,1771,391,1870,448
1374.png,80,48,Smoke,414,514,494,562
0716.png,99,59,Smoke,1691,577,1790,636
1587.png,55,80,Smoke,546,424,601,504
1096.png,23,113,Smoke,1214,469,1237,582
1141.png,124,174,Smoke,1254,377,1378,551
1764.png,80,57,Smoke,1759,298,1839,355
1525.png,111,76,Smoke,811,479,922,555
1481.png,170,57,Smoke,563,501,733,558
1338.png,179,109,Smoke,1741,459,1920,568
0699.png,99,59,Smoke,1692,576,1791,635
1665.png,113,57,Smoke,629,495,742,552
1102.png,76,250,Smoke,1615,389,1691,639
0591.png,124,174,Smoke,1251,377,1375,551
1608.png,76,227,Smoke,1623,383,1699,610
1649.png,181,109,Smoke,1739,457,1920,566
0784.png,50,128,Smoke,1431,424,1481,552
0756.png,99,59,Smoke,1692,576,1791,635
1114.png,80,48,Smoke,414,514,494,562
1482.png,130,227,Smoke,1024,319,1154,546
0842.png,76,250,Smoke,1615,392,1691,642
1273.png,50,128,Smoke,1431,417,1481,545
1150.png,80,48,Smoke,414,514,494,562
1472.png,29,218,Smoke,1164,331,1193,549
0516.png,23,113,Smoke,1214,464,1237,577
0759.png,124,174,Smoke,1251,379,1375,553
1019.png,23,113,Smoke,1214,467,1237,580
1719.png,80,48,Smoke,414,514,494,562
0737.png,57,57,Smoke,1773,313,1830,370
0682.png,55,80,Smoke,546,424,601,504
0786.png,80,48,Smoke,414,514,494,562
0870.png,107,179,Smoke,814,369,921,548
0208.png,141,147,Smoke,1231,408,1372,555
1399.png,130,227,Smoke,1022,324,1152,551
0476.png,23,113,Smoke,1214,464,1237,577
1384.png,50,128,Smoke,1431,415,1481,543
0771.png,57,57,Smoke,1773,313,1830,370
1063.png,99,59,Smoke,1687,575,1786,634
0226.png,143,86,Smoke,1777,458,1920,544
0374.png,95,139,Smoke,821,408,916,547
0179.png,29,218,Smoke,1163,348,1192,566
0547.png,23,113,Smoke,1214,465,1237,578
1639.png,141,67,Smoke,1759,374,1900,441
1672.png,80,48,Smoke,414,514,494,562
0125.png,55,143,Smoke,445,387,500,530
1248.png,99,59,Smoke,1688,574,1787,633
1124.png,55,80,Smoke,546,424,601,504
0174.png,107,195,Smoke,1021,350,1128,545
1412.png,50,128,Smoke,1431,415,1481,543
0819.png,76,250,Smoke,1615,394,1691,644
1616.png,141,67,Smoke,1760,377,1901,444
1749.png,132,155,Smoke,1245,397,1377,552
1264.png,101,107,Smoke,635,446,736,553
0942.png,76,118,Smoke,1769,316,1845,434
1737.png,80,57,Smoke,1758,299,1838,356
0879.png,80,48,Smoke,414,514,494,562
1011.png,50,128,Smoke,1431,423,1481,551
0117.png,29,218,Smoke,1164,351,1193,569
0801.png,124,174,Smoke,1251,379,1375,553
0083.png,145,116,Smoke,1226,427,1371,543
0463.png,23,113,Smoke,1214,464,1237,577
0651.png,55,80,Smoke,546,424,601,504
1416.png,32,170,Smoke,962,373,994,543
0558.png,95,155,Smoke,824,394,919,549
1200.png,55,80,Smoke,546,424,601,504
0191.png,55,97,Smoke,450,445,505,542
1305.png,124,174,Smoke,1255,377,1379,551
1251.png,101,107,Smoke,635,446,736,553
0661.png,23,113,Smoke,1213,466,1236,579
0233.png,69,59,Smoke,1691,577,1760,636
0657.png,55,80,Smoke,546,424,601,504
1474.png,103,55,Smoke,817,497,920,552
0654.png,109,155,Smoke,810,394,919,549
1239.png,111,246,Smoke,1032,309,1143,555
0440.png,86,107,Smoke,656,431,742,538
1380.png,80,48,Smoke,414,514,494,562
1501.png,50,128,Smoke,1431,412,1481,540
0257.png,55,46,Smoke,552,484,607,530
0064.png,34,116,Smoke,1433,432,1467,548
0412.png,57,57,Smoke,1773,313,1830,370
0017.png,32,158,Smoke,928,387,960,545
0919.png,124,174,Smoke,1253,379,1377,553
1361.png,29,218,Smoke,1164,337,1193,555
1754.png,155,48,Smoke,1722,579,1877,627
1112.png,97,151,Smoke,814,392,911,543
0716.png,76,118,Smoke,1772,304,1848,422
1303.png,57,57,Smoke,1773,313,1830,370
1450.png,55,80,Smoke,546,424,601,504
1134.png,80,48,Smoke,414,514,494,562
0855.png,76,118,Smoke,1771,317,1847,435
1104.png,23,113,Smoke,1214,470,1237,583
0169.png,76,92,Smoke,1768,309,1844,401
0411.png,124,174,Smoke,1251,378,1375,552
1605.png,76,227,Smoke,1623,384,1699,611
1257.png,99,59,Smoke,1689,575,1788,634
1317.png,55,80,Smoke,546,424,601,504
1194.png,76,250,Smoke,1613,390,1689,640
1294.png,76,250,Smoke,1616,384,1692,634
0267.png,69,59,Smoke,1691,577,1760,636
0540.png,95,155,Smoke,824,394,919,549
0212.png,65,197,Smoke,1617,423,1682,620
0558.png,107,221,Smoke,1025,317,1132,538
0284.png,76,92,Smoke,1768,310,1844,402
1322.png,32,170,Smoke,962,378,994,548
0317.png,55,84,Smoke,450,460,505,544
1120.png,23,113,Smoke,1214,470,1237,583
0554.png,160,109,Smoke,1760,451,1920,560
0107.png,55,143,Smoke,445,387,500,530
0847.png,107,179,Smoke,815,369,922,548
0752.png,23,113,Smoke,1214,467,1237,580
1459.png,103,55,Smoke,816,497,919,552
1647.png,80,48,Smoke,414,514,494,562
1020.png,57,57,Smoke,1773,313,1830,370
1451.png,80,48,Smoke,414,514,494,562
0178.png,32,158,Smoke,962,387,994,545
1776.png,29,218,Smoke,1161,339,1190,557
1729.png,181,109,Smoke,1739,456,1920,565
1208.png,124,174,Smoke,1255,377,1379,551
1094.png,50,128,Smoke,1431,422,1481,550
