filename,type,id,category,annotated_by,x,y,height,width,visibility
0335.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0335.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1250,378,174,124,visible
0335.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0335.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0335.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0335.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0335.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0335.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0335.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0335.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0336.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,human,450,460,84,55,hidden
0336.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0336.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0336.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,320,221,107,visible
0336.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0336.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0336.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1250,378,174,124,visible
0336.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0336.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0336.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0336.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0336.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0336.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0336.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0336.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0337.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0337.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,667,435,95,76,visible
0337.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0337.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0337.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0337.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0337.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1250,378,174,124,visible
0337.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0337.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0337.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0337.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,425,116,50,visible
0337.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0337.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0337.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0337.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0338.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0338.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,434,95,76,visible
0338.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0338.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0338.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0338.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0338.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0338.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0338.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0338.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,579,59,69,visible
0338.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0338.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0338.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0338.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0338.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0339.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0339.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0339.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0339.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0339.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0339.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0339.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0339.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0339.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0339.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0339.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0339.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0339.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0339.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0339.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0340.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0340.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0340.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0340.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,320,221,107,visible
0340.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0340.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0340.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0340.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0340.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0340.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0340.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0340.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0340.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0340.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0340.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0341.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0341.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0341.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0341.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0341.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0341.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0341.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0341.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0341.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0341.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0341.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0341.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0341.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0341.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0341.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0341.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0342.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0342.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0342.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0342.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0342.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0342.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0342.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,376,174,124,visible
0342.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0342.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0342.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0342.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0342.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0342.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0342.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0342.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0343.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0343.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,432,95,76,visible
0343.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0343.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0343.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0343.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0343.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0343.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0343.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0343.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0343.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0343.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0343.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0343.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0344.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0344.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,432,95,76,visible
0344.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0344.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,320,221,107,visible
0344.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0344.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0344.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0344.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,443,113,144,visible
0344.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0344.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0344.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0344.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0344.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0344.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0344.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0345.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0345.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0345.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0345.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0345.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0345.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,358,218,29,visible
0345.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0345.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,438,113,143,visible
0345.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0345.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,580,59,69,visible
0345.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0345.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0345.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0345.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0345.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0346.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0346.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0346.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0346.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,317,221,107,visible
0346.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0346.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,356,218,29,visible
0346.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0346.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,439,113,143,visible
0346.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0346.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,580,59,69,visible
0346.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0346.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0346.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0346.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0346.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0347.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0347.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0347.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0347.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0347.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0347.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,356,218,29,visible
0347.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0347.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,439,113,143,visible
0347.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0347.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,578,59,69,visible
0347.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0347.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0347.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
0347.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0347.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0348.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0348.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0348.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,409,139,95,visible
0348.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,320,221,107,visible
0348.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0348.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,356,218,29,visible
0348.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0348.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,439,113,143,visible
0348.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0348.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,580,59,69,visible
0348.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1430,426,116,50,visible
0348.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,310,92,76,visible
0348.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
0348.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0348.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0349.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0349.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0349.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,408,139,95,visible
0349.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0349.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0349.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,359,218,29,visible
0349.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0349.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,439,113,143,visible
0349.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0349.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,580,59,69,visible
0349.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1430,426,116,50,visible
0349.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,310,92,76,visible
0349.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
0349.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0349.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0350.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0350.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0350.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,408,139,95,visible
0350.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,320,221,107,visible
0350.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0350.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,359,218,29,visible
0350.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0350.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,443,113,143,visible
0350.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,423,197,65,visible
0350.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,579,59,69,visible
0350.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0350.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0350.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
0350.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0350.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0351.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0351.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0351.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,407,139,95,visible
0351.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,319,221,107,visible
0351.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0351.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,359,218,29,visible
0351.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
0351.png,box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1777,443,113,143,visible
0351.png,box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
0351.png,box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1690,580,59,69,visible
0351.png,box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1431,426,116,50,visible
0351.png,box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,310,92,76,visible
0351.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
0351.png,box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
0351.png,box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
0351.png,box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
0352.png,box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,460,84,55,hidden
0352.png,box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,665,433,95,76,visible
0352.png,box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,821,407,139,95,visible
0352.png,box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,318,221,107,visible
0352.png,box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
0352.png,box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1163,357,218,29,visible
0352.png,box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1251,378,174,124,visible
