type,id,category,annotated_by,x,y,height,width,visibility 
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,350,195,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1774,449,97,146,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1704,577,48,57,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,human,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,human,1775,460,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1616,420,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,human,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,459,86,144,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1616,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,364,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,420,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,365,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,460,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,432,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,325,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,363,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,420,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,325,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,365,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,457,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,457,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,420,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,578,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,820,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1776,456,86,144,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1768,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,483,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,457,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,377,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,455,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1774,460,86,146,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,324,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,458,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,407,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,458,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,421,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,446,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,375,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,962,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,368,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,376,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,459,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
box,0c932ce3-f8bf-485a-a92f-16033a35c7e2,Smoke,machine,1214,464,113,23,hidden
box,2cbf8d43-35b0-41d4-b520-e9a05019debb,Smoke,machine,1773,313,57,57,hidden
box,2bf4e928-6714-43ab-8e4e-3c802e21e4ea,Smoke,machine,450,445,97,55,visible
box,3ef01461-10f4-44fa-a2b7-9fa31a6dac3a,Smoke,machine,666,431,99,74,visible
box,36ad3edb-34aa-4232-8702-86b7466b70e7,Smoke,machine,819,377,176,95,visible
box,743464c4-e5fa-4cb4-a11d-b3790a902743,Smoke,machine,1021,323,221,107,visible
box,44565af1-1551-472a-93b5-df92082be817,Smoke,machine,963,387,158,32,visible
box,72731786-10e2-44f9-819a-fca9e5f40ebd,Smoke,machine,1162,366,218,29,visible
box,e7d12a24-9a86-458d-98c8-fb5da8177c7c,Smoke,machine,1231,408,147,141,visible
box,1483bbbc-cf4e-4a65-acb7-9bc9801cd63a,Smoke,machine,1775,460,86,145,visible
box,a694c92e-9b77-4d7c-9f03-1fe9a1d5cf80,Smoke,machine,1617,422,197,65,visible
box,be0526ea-a121-4cc0-9033-ae66e610b586,Smoke,machine,1691,577,59,69,visible
box,9dab8db2-f7fe-49b2-b859-8f44cbb40b38,Smoke,machine,1432,426,116,50,visible
box,32dd1415-b966-4bdd-b8e2-e23f8a6175ad,Smoke,machine,1769,309,92,76,visible
box,4d212cf3-0a9b-4421-967a-30960923745c,Smoke,machine,552,484,46,55,visible
