filename,width,height,class,x_min,y_min,x_max,y_max
0168.png,29,218,Smoke,1163,348,1192,566
0168.png,145,116,Smoke,1226,427,1371,543
0168.png,148,97,Smoke,1772,449,1920,546
0168.png,65,197,Smoke,1617,421,1682,618
0168.png,57,48,Smoke,1704,577,1761,625
0168.png,50,116,Smoke,1433,430,1483,546
0168.png,76,92,Smoke,1768,309,1844,401
0168.png,48,34,Smoke,559,483,607,517
0168.png,23,113,Smoke,1214,464,1237,577
0168.png,57,57,Smoke,1773,313,1830,370
0169.png,55,143,Smoke,445,385,500,528
0169.png,74,99,Smoke,666,433,740,532
0169.png,95,176,Smoke,818,375,913,551
0169.png,107,195,Smoke,1021,350,1128,545
0169.png,32,158,Smoke,962,387,994,545
0169.png,29,218,Smoke,1163,348,1192,566
0169.png,145,116,Smoke,1226,427,1371,543
0169.png,148,97,Smoke,1772,449,1920,546
0169.png,65,197,Smoke,1617,420,1682,617
0169.png,57,48,Smoke,1704,577,1761,625
0169.png,50,116,Smoke,1433,430,1483,546
0169.png,76,92,Smoke,1768,309,1844,401
0169.png,48,34,Smoke,559,483,607,517
0169.png,23,113,Smoke,1214,464,1237,577
0169.png,57,57,Smoke,1773,313,1830,370
0170.png,55,143,Smoke,445,385,500,528
0170.png,74,99,Smoke,667,433,741,532
0170.png,95,176,Smoke,818,374,913,550
0170.png,107,195,Smoke,1021,350,1128,545
0170.png,32,158,Smoke,962,387,994,545
0170.png,29,218,Smoke,1163,348,1192,566
0170.png,145,116,Smoke,1226,427,1371,543
0170.png,148,97,Smoke,1772,448,1920,545
0170.png,65,197,Smoke,1617,421,1682,618
0170.png,57,48,Smoke,1704,577,1761,625
0170.png,50,116,Smoke,1433,428,1483,544
0170.png,76,92,Smoke,1768,309,1844,401
0170.png,48,34,Smoke,559,483,607,517
0170.png,23,113,Smoke,1214,464,1237,577
0170.png,57,57,Smoke,1773,313,1830,370
0171.png,55,143,Smoke,445,385,500,528
0171.png,74,99,Smoke,666,433,740,532
0171.png,95,176,Smoke,818,375,913,551
0171.png,107,195,Smoke,1021,350,1128,545
0171.png,32,158,Smoke,962,387,994,545
0171.png,29,218,Smoke,1163,348,1192,566
0171.png,145,116,Smoke,1226,427,1371,543
0171.png,148,97,Smoke,1772,449,1920,546
0171.png,65,197,Smoke,1617,420,1682,617
0171.png,57,48,Smoke,1704,577,1761,625
0171.png,50,116,Smoke,1433,428,1483,544
0171.png,76,92,Smoke,1768,309,1844,401
0171.png,48,34,Smoke,559,483,607,517
0171.png,23,113,Smoke,1214,464,1237,577
0171.png,57,57,Smoke,1773,313,1830,370
0172.png,55,143,Smoke,445,385,500,528
0172.png,74,99,Smoke,666,432,740,531
0172.png,95,176,Smoke,818,375,913,551
0172.png,107,195,Smoke,1021,350,1128,545
0172.png,32,158,Smoke,962,387,994,545
0172.png,29,218,Smoke,1163,348,1192,566
0172.png,145,116,Smoke,1226,427,1371,543
0172.png,147,97,Smoke,1773,449,1920,546
0172.png,65,197,Smoke,1617,421,1682,618
0172.png,57,48,Smoke,1704,577,1761,625
0172.png,50,116,Smoke,1433,428,1483,544
0172.png,76,92,Smoke,1768,308,1844,400
0172.png,48,34,Smoke,559,483,607,517
0172.png,23,113,Smoke,1214,464,1237,577
0172.png,57,57,Smoke,1773,313,1830,370
0173.png,55,143,Smoke,445,385,500,528
0173.png,74,99,Smoke,666,432,740,531
0173.png,95,176,Smoke,818,375,913,551
0173.png,107,195,Smoke,1021,350,1128,545
0173.png,32,158,Smoke,962,387,994,545
0173.png,29,218,Smoke,1163,348,1192,566
0173.png,145,116,Smoke,1226,427,1371,543
0173.png,147,97,Smoke,1773,449,1920,546
0173.png,65,197,Smoke,1617,420,1682,617
0173.png,57,48,Smoke,1704,577,1761,625
0173.png,50,116,Smoke,1433,428,1483,544
0173.png,76,92,Smoke,1769,310,1845,402
0173.png,48,34,Smoke,559,483,607,517
0173.png,23,113,Smoke,1214,464,1237,577
0173.png,57,57,Smoke,1773,313,1830,370
0174.png,55,143,Smoke,445,384,500,527
0174.png,74,99,Smoke,665,433,739,532
0174.png,95,176,Smoke,818,375,913,551
0174.png,107,195,Smoke,1021,350,1128,545
0174.png,32,158,Smoke,962,387,994,545
0174.png,29,218,Smoke,1163,348,1192,566
0174.png,145,116,Smoke,1226,427,1371,543
0174.png,147,97,Smoke,1773,449,1920,546
0174.png,65,197,Smoke,1617,421,1682,618
0174.png,57,48,Smoke,1704,577,1761,625
0174.png,50,116,Smoke,1433,428,1483,544
0174.png,76,92,Smoke,1769,309,1845,401
0174.png,48,34,Smoke,559,483,607,517
0174.png,23,113,Smoke,1214,464,1237,577
0174.png,57,57,Smoke,1773,313,1830,370
0175.png,55,143,Smoke,445,384,500,527
0175.png,74,99,Smoke,666,432,740,531
0175.png,95,176,Smoke,818,375,913,551
0175.png,107,195,Smoke,1021,350,1128,545
0175.png,32,158,Smoke,962,387,994,545
0175.png,29,218,Smoke,1162,348,1191,566
0175.png,145,116,Smoke,1226,427,1371,543
0175.png,148,97,Smoke,1772,449,1920,546
0175.png,65,197,Smoke,1617,420,1682,617
0175.png,57,48,Smoke,1704,577,1761,625
0175.png,50,116,Smoke,1433,428,1483,544
0175.png,76,92,Smoke,1768,309,1844,401
0175.png,48,34,Smoke,559,483,607,517
0175.png,23,113,Smoke,1214,464,1237,577
0175.png,57,57,Smoke,1773,313,1830,370
0176.png,55,143,Smoke,445,384,500,527
0176.png,74,99,Smoke,666,432,740,531
0176.png,95,176,Smoke,818,374,913,550
0176.png,107,195,Smoke,1021,350,1128,545
0176.png,32,158,Smoke,962,387,994,545
0176.png,29,218,Smoke,1163,347,1192,565
0176.png,145,116,Smoke,1226,427,1371,543
0176.png,148,97,Smoke,1772,449,1920,546
0176.png,65,197,Smoke,1617,421,1682,618
0176.png,57,48,Smoke,1704,577,1761,625
0176.png,50,116,Smoke,1433,428,1483,544
0176.png,76,92,Smoke,1768,309,1844,401
0176.png,48,34,Smoke,559,483,607,517
0176.png,23,113,Smoke,1214,464,1237,577
0176.png,57,57,Smoke,1773,313,1830,370
0177.png,55,143,Smoke,445,384,500,527
0177.png,74,99,Smoke,666,432,740,531
0177.png,95,176,Smoke,818,375,913,551
0177.png,107,195,Smoke,1021,350,1128,545
0177.png,32,158,Smoke,962,386,994,544
0177.png,29,218,Smoke,1163,348,1192,566
0177.png,145,116,Smoke,1226,427,1371,543
0177.png,148,97,Smoke,1772,449,1920,546
0177.png,65,197,Smoke,1617,422,1682,619
0177.png,57,48,Smoke,1704,577,1761,625
0177.png,50,116,Smoke,1433,428,1483,544
0177.png,76,92,Smoke,1768,309,1844,401
0177.png,48,34,Smoke,559,483,607,517
0177.png,23,113,Smoke,1214,464,1237,577
0177.png,57,57,Smoke,1773,313,1830,370
0178.png,55,143,Smoke,445,384,500,527
0178.png,74,99,Smoke,666,432,740,531
0178.png,95,176,Smoke,818,374,913,550
0178.png,107,195,Smoke,1021,350,1128,545
0178.png,32,158,Smoke,962,387,994,545
0178.png,29,218,Smoke,1162,348,1191,566
0178.png,145,116,Smoke,1226,427,1371,543
0178.png,147,97,Smoke,1773,449,1920,546
0178.png,65,197,Smoke,1617,421,1682,618
0178.png,57,48,Smoke,1704,577,1761,625
0178.png,50,116,Smoke,1432,429,1482,545
0178.png,76,92,Smoke,1768,309,1844,401
0178.png,48,34,Smoke,559,483,607,517
0178.png,23,113,Smoke,1214,464,1237,577
0178.png,57,57,Smoke,1773,313,1830,370
0179.png,55,143,Smoke,445,384,500,527
0179.png,74,99,Smoke,666,432,740,531
0179.png,95,176,Smoke,818,375,913,551
0179.png,107,195,Smoke,1021,350,1128,545
0179.png,32,158,Smoke,962,387,994,545
0179.png,29,218,Smoke,1163,348,1192,566
0179.png,145,116,Smoke,1226,427,1371,543
0179.png,147,97,Smoke,1773,449,1920,546
0179.png,65,197,Smoke,1617,422,1682,619
0179.png,57,48,Smoke,1704,577,1761,625
0179.png,50,116,Smoke,1432,428,1482,544
0179.png,76,92,Smoke,1768,309,1844,401
0179.png,48,34,Smoke,559,483,607,517
0179.png,23,113,Smoke,1214,464,1237,577
0179.png,57,57,Smoke,1773,313,1830,370
0180.png,55,143,Smoke,445,384,500,527
0180.png,74,99,Smoke,666,431,740,530
0180.png,95,176,Smoke,818,374,913,550
0180.png,107,195,Smoke,1021,350,1128,545
0180.png,32,158,Smoke,962,387,994,545
0180.png,29,218,Smoke,1163,348,1192,566
0180.png,145,116,Smoke,1226,427,1371,543
0180.png,147,97,Smoke,1773,449,1920,546
0180.png,65,197,Smoke,1617,421,1682,618
0180.png,57,48,Smoke,1704,577,1761,625
0180.png,50,116,Smoke,1432,429,1482,545
0180.png,76,92,Smoke,1768,309,1844,401
0180.png,48,34,Smoke,559,483,607,517
0180.png,23,113,Smoke,1214,464,1237,577
0180.png,57,57,Smoke,1773,313,1830,370
0181.png,55,143,Smoke,445,384,500,527
0181.png,74,99,Smoke,666,432,740,531
0181.png,95,176,Smoke,818,376,913,552
0181.png,107,195,Smoke,1021,350,1128,545
0181.png,32,158,Smoke,962,387,994,545
0181.png,29,218,Smoke,1163,348,1192,566
0181.png,145,116,Smoke,1226,427,1371,543
0181.png,147,97,Smoke,1773,449,1920,546
0181.png,65,197,Smoke,1617,420,1682,617
0181.png,57,48,Smoke,1704,577,1761,625
0181.png,50,116,Smoke,1433,426,1483,542
0181.png,76,92,Smoke,1768,309,1844,401
0181.png,48,34,Smoke,559,483,607,517
0181.png,23,113,Smoke,1214,464,1237,577
0181.png,57,57,Smoke,1773,313,1830,370
0182.png,55,143,Smoke,445,384,500,527
0182.png,74,99,Smoke,666,431,740,530
0182.png,95,176,Smoke,818,376,913,552
0182.png,107,195,Smoke,1021,350,1128,545
0182.png,32,158,Smoke,962,387,994,545
0182.png,29,218,Smoke,1163,348,1192,566
0182.png,145,116,Smoke,1226,427,1371,543
0182.png,146,97,Smoke,1774,449,1920,546
0182.png,65,197,Smoke,1617,421,1682,618
0182.png,57,48,Smoke,1704,577,1761,625
0182.png,50,116,Smoke,1433,426,1483,542
0182.png,76,92,Smoke,1768,309,1844,401
0182.png,48,34,Smoke,559,483,607,517
0182.png,23,113,Smoke,1214,464,1237,577
0182.png,57,57,Smoke,1773,313,1830,370
0183.png,55,97,Smoke,450,445,505,542
0183.png,74,99,Smoke,666,431,740,530
0183.png,95,176,Smoke,818,376,913,552
0183.png,107,195,Smoke,1021,350,1128,545
0183.png,32,158,Smoke,962,387,994,545
0183.png,29,218,Smoke,1163,352,1192,570
0183.png,141,147,Smoke,1231,408,1372,555
0183.png,146,97,Smoke,1774,449,1920,546
0183.png,65,197,Smoke,1617,420,1682,617
0183.png,57,48,Smoke,1704,577,1761,625
0183.png,50,116,Smoke,1433,426,1483,542
0183.png,76,92,Smoke,1768,309,1844,401
0183.png,55,46,Smoke,552,483,607,529
0183.png,23,113,Smoke,1214,464,1237,577
0183.png,57,57,Smoke,1773,313,1830,370
0184.png,55,97,Smoke,450,445,505,542
0184.png,74,99,Smoke,666,432,740,531
0184.png,95,176,Smoke,818,375,913,551
0184.png,107,195,Smoke,1021,350,1128,545
0184.png,32,158,Smoke,962,387,994,545
0184.png,29,218,Smoke,1163,346,1192,564
0184.png,141,147,Smoke,1231,408,1372,555
0184.png,146,97,Smoke,1774,449,1920,546
0184.png,65,197,Smoke,1617,421,1682,618
0184.png,57,48,Smoke,1704,577,1761,625
0184.png,50,116,Smoke,1433,426,1483,542
0184.png,76,92,Smoke,1768,308,1844,400
0184.png,55,46,Smoke,552,484,607,530
0184.png,23,113,Smoke,1214,464,1237,577
0184.png,57,57,Smoke,1773,313,1830,370
0185.png,55,97,Smoke,450,446,505,543
0185.png,74,99,Smoke,666,431,740,530
0185.png,95,176,Smoke,818,376,913,552
0185.png,107,195,Smoke,1021,350,1128,545
0185.png,32,158,Smoke,962,387,994,545
0185.png,29,218,Smoke,1162,349,1191,567
0185.png,141,147,Smoke,1231,408,1372,555
0185.png,146,97,Smoke,1774,449,1920,546
0185.png,65,197,Smoke,1617,420,1682,617
0185.png,57,48,Smoke,1704,577,1761,625
0185.png,50,116,Smoke,1433,426,1483,542
0185.png,76,92,Smoke,1768,309,1844,401
0185.png,55,46,Smoke,552,484,607,530
0185.png,23,113,Smoke,1214,464,1237,577
0185.png,57,57,Smoke,1773,313,1830,370
0186.png,55,97,Smoke,450,445,505,542
0186.png,74,99,Smoke,665,432,739,531
0186.png,95,176,Smoke,818,377,913,553
0186.png,107,195,Smoke,1021,350,1128,545
0186.png,32,158,Smoke,962,387,994,545
0186.png,29,218,Smoke,1162,350,1191,568
0186.png,141,147,Smoke,1231,408,1372,555
0186.png,146,97,Smoke,1774,449,1920,546
0186.png,65,197,Smoke,1617,421,1682,618
0186.png,57,48,Smoke,1704,577,1761,625
0186.png,50,116,Smoke,1433,426,1483,542
0186.png,76,92,Smoke,1768,309,1844,401
0186.png,55,46,Smoke,552,484,607,530
0186.png,23,113,Smoke,1214,464,1237,577
0186.png,57,57,Smoke,1773,313,1830,370
0187.png,55,97,Smoke,450,445,505,542
0187.png,74,99,Smoke,666,431,740,530
0187.png,95,176,Smoke,818,377,913,553
0187.png,107,195,Smoke,1021,350,1128,545
0187.png,32,158,Smoke,962,387,994,545
0187.png,29,218,Smoke,1162,349,1191,567
0187.png,141,147,Smoke,1231,408,1372,555
0187.png,146,97,Smoke,1774,449,1920,546
0187.png,65,197,Smoke,1616,420,1681,617
0187.png,57,48,Smoke,1704,577,1761,625
0187.png,50,116,Smoke,1433,426,1483,542
0187.png,76,92,Smoke,1768,309,1844,401
0187.png,55,46,Smoke,552,484,607,530
0187.png,23,113,Smoke,1214,464,1237,577
0187.png,57,57,Smoke,1773,313,1830,370
0188.png,55,97,Smoke,450,445,505,542
0188.png,74,99,Smoke,666,431,740,530
0188.png,95,176,Smoke,818,377,913,553
0188.png,107,195,Smoke,1021,350,1128,545
0188.png,32,158,Smoke,962,387,994,545
0188.png,29,218,Smoke,1162,364,1191,582
0188.png,141,147,Smoke,1231,408,1372,555
0188.png,146,97,Smoke,1774,449,1920,546
0188.png,65,197,Smoke,1617,421,1682,618
0188.png,57,48,Smoke,1704,577,1761,625
0188.png,50,116,Smoke,1433,426,1483,542
0188.png,76,92,Smoke,1768,309,1844,401
0188.png,55,46,Smoke,552,483,607,529
0188.png,23,113,Smoke,1214,464,1237,577
0188.png,57,57,Smoke,1773,313,1830,370
0189.png,55,97,Smoke,450,445,505,542
0189.png,74,99,Smoke,665,432,739,531
0189.png,95,176,Smoke,818,376,913,552
0189.png,107,195,Smoke,1021,350,1128,545
0189.png,32,158,Smoke,962,387,994,545
0189.png,29,218,Smoke,1162,349,1191,567
0189.png,141,147,Smoke,1231,408,1372,555
0189.png,146,97,Smoke,1774,449,1920,546
0189.png,65,197,Smoke,1617,422,1682,619
0189.png,57,48,Smoke,1704,577,1761,625
0189.png,50,116,Smoke,1433,427,1483,543
0189.png,76,92,Smoke,1768,309,1844,401
0189.png,55,46,Smoke,552,483,607,529
0189.png,23,113,Smoke,1214,464,1237,577
0189.png,57,57,Smoke,1773,313,1830,370
0190.png,55,97,Smoke,450,445,505,542
0190.png,74,99,Smoke,665,432,739,531
0190.png,95,176,Smoke,818,377,913,553
0190.png,107,195,Smoke,1021,350,1128,545
0190.png,32,158,Smoke,962,387,994,545
0190.png,29,218,Smoke,1162,349,1191,567
0190.png,141,147,Smoke,1231,408,1372,555
0190.png,146,97,Smoke,1774,449,1920,546
0190.png,65,197,Smoke,1617,421,1682,618
0190.png,57,48,Smoke,1704,577,1761,625
0190.png,50,116,Smoke,1432,426,1482,542
0190.png,76,92,Smoke,1768,309,1844,401
0190.png,55,46,Smoke,552,484,607,530
0190.png,23,113,Smoke,1214,464,1237,577
0190.png,57,57,Smoke,1773,313,1830,370
0191.png,55,97,Smoke,450,445,505,542
0191.png,74,99,Smoke,666,431,740,530
0191.png,95,176,Smoke,819,376,914,552
0191.png,107,195,Smoke,1021,350,1128,545
0191.png,32,158,Smoke,962,387,994,545
0191.png,29,218,Smoke,1162,364,1191,582
0191.png,141,147,Smoke,1231,408,1372,555
0191.png,146,97,Smoke,1774,449,1920,546
0191.png,65,197,Smoke,1617,420,1682,617
0191.png,57,48,Smoke,1704,577,1761,625
0191.png,50,116,Smoke,1432,426,1482,542
0191.png,76,92,Smoke,1768,309,1844,401
0191.png,55,46,Smoke,552,484,607,530
0191.png,23,113,Smoke,1214,464,1237,577
0191.png,57,57,Smoke,1773,313,1830,370
0192.png,55,97,Smoke,450,445,505,542
0192.png,74,99,Smoke,666,431,740,530
0192.png,95,176,Smoke,819,375,914,551
0192.png,107,195,Smoke,1021,350,1128,545
0192.png,32,158,Smoke,962,387,994,545
0192.png,29,218,Smoke,1162,366,1191,584
0192.png,141,147,Smoke,1231,408,1372,555
0192.png,146,97,Smoke,1774,449,1920,546
0192.png,65,197,Smoke,1617,421,1682,618
0192.png,57,48,Smoke,1704,577,1761,625
0192.png,50,116,Smoke,1432,426,1482,542
0192.png,76,92,Smoke,1768,309,1844,401
0192.png,55,46,Smoke,552,484,607,530
0192.png,23,113,Smoke,1214,464,1237,577
0192.png,57,57,Smoke,1773,313,1830,370
0193.png,55,97,Smoke,450,445,505,542
0193.png,74,99,Smoke,666,431,740,530
0193.png,95,176,Smoke,819,376,914,552
0193.png,107,221,Smoke,1021,324,1128,545
0193.png,32,158,Smoke,962,387,994,545
0193.png,29,218,Smoke,1162,366,1191,584
0193.png,141,147,Smoke,1231,408,1372,555
0193.png,145,86,Smoke,1775,460,1920,546
0193.png,65,197,Smoke,1616,420,1681,617
0193.png,69,59,Smoke,1691,578,1760,637
0193.png,50,116,Smoke,1432,426,1482,542
0193.png,76,92,Smoke,1768,309,1844,401
0193.png,55,46,Smoke,552,484,607,530
0193.png,23,113,Smoke,1214,464,1237,577
0193.png,57,57,Smoke,1773,313,1830,370
0194.png,55,97,Smoke,450,445,505,542
0194.png,74,99,Smoke,666,431,740,530
0194.png,95,176,Smoke,819,375,914,551
0194.png,107,221,Smoke,1021,324,1128,545
0194.png,32,158,Smoke,962,387,994,545
0194.png,29,218,Smoke,1162,366,1191,584
0194.png,141,147,Smoke,1231,408,1372,555
0194.png,144,86,Smoke,1776,459,1920,545
0194.png,65,197,Smoke,1616,421,1681,618
0194.png,69,59,Smoke,1691,578,1760,637
0194.png,50,116,Smoke,1432,426,1482,542
0194.png,76,92,Smoke,1768,309,1844,401
0194.png,55,46,Smoke,552,484,607,530
0194.png,23,113,Smoke,1214,464,1237,577
0194.png,57,57,Smoke,1773,313,1830,370
0195.png,55,97,Smoke,450,445,505,542
0195.png,74,99,Smoke,666,431,740,530
0195.png,95,176,Smoke,819,376,914,552
0195.png,107,221,Smoke,1021,324,1128,545
0195.png,32,158,Smoke,962,387,994,545
0195.png,29,218,Smoke,1162,364,1191,582
0195.png,141,147,Smoke,1231,408,1372,555
0195.png,145,86,Smoke,1775,459,1920,545
0195.png,65,197,Smoke,1617,420,1682,617
0195.png,69,59,Smoke,1691,578,1760,637
0195.png,50,116,Smoke,1432,426,1482,542
0195.png,76,92,Smoke,1768,309,1844,401
0195.png,55,46,Smoke,552,484,607,530
0195.png,23,113,Smoke,1214,464,1237,577
0195.png,57,57,Smoke,1773,313,1830,370
0196.png,55,97,Smoke,450,445,505,542
0196.png,74,99,Smoke,666,431,740,530
0196.png,95,176,Smoke,819,376,914,552
0196.png,107,221,Smoke,1021,323,1128,544
0196.png,32,158,Smoke,962,387,994,545
0196.png,29,218,Smoke,1162,365,1191,583
0196.png,141,147,Smoke,1231,408,1372,555
0196.png,145,86,Smoke,1775,460,1920,546
0196.png,65,197,Smoke,1617,421,1682,618
0196.png,69,59,Smoke,1691,578,1760,637
0196.png,50,116,Smoke,1432,426,1482,542
0196.png,76,92,Smoke,1768,309,1844,401
0196.png,55,46,Smoke,552,484,607,530
0196.png,23,113,Smoke,1214,464,1237,577
0196.png,57,57,Smoke,1773,313,1830,370
0197.png,55,97,Smoke,450,445,505,542
0197.png,74,99,Smoke,666,432,740,531
0197.png,95,176,Smoke,819,375,914,551
0197.png,107,221,Smoke,1021,325,1128,546
0197.png,32,158,Smoke,962,387,994,545
0197.png,29,218,Smoke,1162,363,1191,581
0197.png,141,147,Smoke,1231,408,1372,555
0197.png,145,86,Smoke,1775,459,1920,545
0197.png,65,197,Smoke,1617,420,1682,617
0197.png,69,59,Smoke,1691,577,1760,636
0197.png,50,116,Smoke,1432,426,1482,542
0197.png,76,92,Smoke,1768,309,1844,401
0197.png,55,46,Smoke,552,484,607,530
0197.png,23,113,Smoke,1214,464,1237,577
0197.png,57,57,Smoke,1773,313,1830,370
0198.png,55,97,Smoke,450,445,505,542
0198.png,74,99,Smoke,666,431,740,530
0198.png,95,176,Smoke,819,375,914,551
0198.png,107,221,Smoke,1021,325,1128,546
0198.png,32,158,Smoke,962,387,994,545
0198.png,29,218,Smoke,1162,365,1191,583
0198.png,141,147,Smoke,1231,408,1372,555
0198.png,145,86,Smoke,1775,457,1920,543
0198.png,65,197,Smoke,1617,421,1682,618
0198.png,69,59,Smoke,1691,578,1760,637
0198.png,50,116,Smoke,1432,426,1482,542
0198.png,76,92,Smoke,1768,309,1844,401
0198.png,55,46,Smoke,552,484,607,530
0198.png,23,113,Smoke,1214,464,1237,577
0198.png,57,57,Smoke,1773,313,1830,370
0199.png,55,97,Smoke,450,445,505,542
0199.png,74,99,Smoke,666,431,740,530
0199.png,95,176,Smoke,819,376,914,552
0199.png,107,221,Smoke,1021,324,1128,545
0199.png,32,158,Smoke,962,387,994,545
0199.png,29,218,Smoke,1162,366,1191,584
0199.png,141,147,Smoke,1231,408,1372,555
0199.png,145,86,Smoke,1775,457,1920,543
0199.png,65,197,Smoke,1617,420,1682,617
0199.png,69,59,Smoke,1691,578,1760,637
0199.png,50,116,Smoke,1432,426,1482,542
0199.png,76,92,Smoke,1768,309,1844,401
0199.png,55,46,Smoke,552,484,607,530
0199.png,23,113,Smoke,1214,464,1237,577
0199.png,57,57,Smoke,1773,313,1830,370
0200.png,55,97,Smoke,450,445,505,542
0200.png,74,99,Smoke,666,431,740,530
0200.png,95,176,Smoke,820,375,915,551
0200.png,107,221,Smoke,1021,323,1128,544
0200.png,32,158,Smoke,962,387,994,545
0200.png,29,218,Smoke,1162,366,1191,584
0200.png,141,147,Smoke,1231,408,1372,555
0200.png,144,86,Smoke,1776,456,1920,542
0200.png,65,197,Smoke,1617,421,1682,618
0200.png,69,59,Smoke,1691,577,1760,636
0200.png,50,116,Smoke,1432,426,1482,542
0200.png,76,92,Smoke,1768,309,1844,401
0200.png,55,46,Smoke,552,483,607,529
0200.png,23,113,Smoke,1214,464,1237,577
0200.png,57,57,Smoke,1773,313,1830,370
0201.png,55,97,Smoke,450,445,505,542
0201.png,74,99,Smoke,666,431,740,530
0201.png,95,176,Smoke,819,376,914,552
0201.png,107,221,Smoke,1021,324,1128,545
0201.png,32,158,Smoke,962,387,994,545
0201.png,29,218,Smoke,1162,366,1191,584
0201.png,141,147,Smoke,1231,408,1372,555
0201.png,145,86,Smoke,1775,457,1920,543
0201.png,65,197,Smoke,1617,422,1682,619
0201.png,69,59,Smoke,1691,577,1760,636
0201.png,50,116,Smoke,1432,426,1482,542
0201.png,76,92,Smoke,1769,309,1845,401
0201.png,55,46,Smoke,552,484,607,530
0201.png,23,113,Smoke,1214,464,1237,577
0201.png,57,57,Smoke,1773,313,1830,370
0201.png,55,46,Smoke,552,484,607,530
0202.png,55,97,Smoke,450,445,505,542
0202.png,74,99,Smoke,666,431,740,530
0202.png,95,176,Smoke,819,377,914,553
0202.png,107,221,Smoke,1021,323,1128,544
0202.png,32,158,Smoke,962,387,994,545
0202.png,29,218,Smoke,1162,368,1191,586
0202.png,141,147,Smoke,1231,408,1372,555
0202.png,145,86,Smoke,1775,455,1920,541
0202.png,65,197,Smoke,1617,422,1682,619
0202.png,69,59,Smoke,1691,577,1760,636
0202.png,50,116,Smoke,1432,426,1482,542
0202.png,76,92,Smoke,1769,309,1845,401
0202.png,23,113,Smoke,1214,464,1237,577
0202.png,57,57,Smoke,1773,313,1830,370
0202.png,55,46,Smoke,552,484,607,530
0203.png,55,97,Smoke,450,445,505,542
0203.png,74,99,Smoke,666,431,740,530
0203.png,95,176,Smoke,819,376,914,552
0203.png,107,221,Smoke,1021,324,1128,545
0203.png,32,158,Smoke,962,387,994,545
0203.png,29,218,Smoke,1162,368,1191,586
0203.png,141,147,Smoke,1231,408,1372,555
0203.png,146,86,Smoke,1774,460,1920,546
0203.png,65,197,Smoke,1617,422,1682,619
0203.png,69,59,Smoke,1691,577,1760,636
0203.png,50,116,Smoke,1432,426,1482,542
0203.png,76,92,Smoke,1769,309,1845,401
0203.png,23,113,Smoke,1214,464,1237,577
0203.png,57,57,Smoke,1773,313,1830,370
0204.png,55,97,Smoke,450,445,505,542
0204.png,74,99,Smoke,666,431,740,530
0204.png,95,176,Smoke,819,376,914,552
0204.png,107,221,Smoke,1021,324,1128,545
0204.png,32,158,Smoke,962,387,994,545
0204.png,29,218,Smoke,1162,368,1191,586
0204.png,141,147,Smoke,1231,408,1372,555
0204.png,145,86,Smoke,1775,459,1920,545
0204.png,65,197,Smoke,1617,422,1682,619
0204.png,69,59,Smoke,1691,577,1760,636
0204.png,50,116,Smoke,1432,426,1482,542
0204.png,76,92,Smoke,1769,309,1845,401
0204.png,55,46,Smoke,552,484,607,530
0204.png,23,113,Smoke,1214,464,1237,577
0204.png,57,57,Smoke,1773,313,1830,370
0205.png,55,97,Smoke,450,445,505,542
0205.png,74,99,Smoke,666,431,740,530
0205.png,95,176,Smoke,819,376,914,552
0205.png,107,221,Smoke,1021,323,1128,544
0205.png,32,158,Smoke,962,387,994,545
0205.png,29,218,Smoke,1162,368,1191,586
0205.png,141,147,Smoke,1231,408,1372,555
0205.png,145,86,Smoke,1775,458,1920,544
0205.png,65,197,Smoke,1617,422,1682,619
0205.png,69,59,Smoke,1691,577,1760,636
0205.png,50,116,Smoke,1432,426,1482,542
0205.png,76,92,Smoke,1769,309,1845,401
0205.png,55,46,Smoke,552,484,607,530
0205.png,23,113,Smoke,1214,464,1237,577
0205.png,57,57,Smoke,1773,313,1830,370
0206.png,55,97,Smoke,450,445,505,542
0206.png,74,99,Smoke,666,431,740,530
0206.png,95,176,Smoke,819,376,914,552
0206.png,107,221,Smoke,1021,323,1128,544
0206.png,32,158,Smoke,962,387,994,545
0206.png,29,218,Smoke,1162,368,1191,586
0206.png,141,147,Smoke,1231,407,1372,554
0206.png,145,86,Smoke,1775,458,1920,544
0206.png,65,197,Smoke,1617,422,1682,619
0206.png,69,59,Smoke,1691,577,1760,636
0206.png,50,116,Smoke,1432,426,1482,542
0206.png,76,92,Smoke,1769,309,1845,401
0206.png,55,46,Smoke,552,484,607,530
0206.png,23,113,Smoke,1214,464,1237,577
0206.png,57,57,Smoke,1773,313,1830,370
0207.png,55,97,Smoke,450,445,505,542
0207.png,74,99,Smoke,666,431,740,530
0207.png,95,176,Smoke,819,376,914,552
0207.png,107,221,Smoke,1021,323,1128,544
0207.png,32,158,Smoke,962,387,994,545
0207.png,29,218,Smoke,1162,368,1191,586
0207.png,141,147,Smoke,1231,408,1372,555
0207.png,145,86,Smoke,1775,459,1920,545
0207.png,65,197,Smoke,1617,421,1682,618
0207.png,69,59,Smoke,1691,577,1760,636
0207.png,50,116,Smoke,1432,426,1482,542
0207.png,76,92,Smoke,1769,309,1845,401
0207.png,55,46,Smoke,552,484,607,530
0207.png,23,113,Smoke,1214,464,1237,577
0207.png,57,57,Smoke,1773,313,1830,370
0208.png,55,97,Smoke,450,446,505,543
0208.png,74,99,Smoke,666,431,740,530
0208.png,95,176,Smoke,819,375,914,551
